subject,event,OverallLikeMe,TrialType,ppt_demog
9655,listening to,1,Race Trials,Asian Man
9655,walking towards,1,Race Trials,Asian Man
9655,join,1,Gender Trials,Asian Man
9655,facing,1,Gender Trials,Asian Man
9655,looking at,1,Race Trials,Asian Man
9655,accompanying,0,Gender Trials,Asian Man
9655,promising,1,Race Trials,Asian Man
9655,convincing,0,Race Trials,Asian Man
9655,facing,1,Gender Trials,Asian Man
9655,praising,0,Race Trials,Asian Man
9655,praising,0,Race Trials,Asian Man
9655,walking towards,1,Race Trials,Asian Man
9655,join,1,Race Trials,Asian Man
9655,employing,1,Gender Trials,Asian Man
9655,praising,1,Gender Trials,Asian Man
9655,employing,1,Race Trials,Asian Man
9655,touching,1,Gender Trials,Asian Man
9655,employing,1,Race Trials,Asian Man
9655,convincing,0,Race Trials,Asian Man
9655,looking at,1,Race Trials,Asian Man
9655,following,0,Race Trials,Asian Man
9655,approaching,1,Race Trials,Asian Man
9655,join,0,Gender Trials,Asian Man
9655,contacting,0,Race Trials,Asian Man
9655,mention,1,Gender Trials,Asian Man
9655,touching,1,Gender Trials,Asian Man
9655,introducing,0,Gender Trials,Asian Man
9655,accompanying,1,Race Trials,Asian Man
9655,convincing,1,Gender Trials,Asian Man
9655,introducing,1,Race Trials,Asian Man
9655,listening to,1,Gender Trials,Asian Man
9655,listening to,1,Race Trials,Asian Man
9655,mention,0,Gender Trials,Asian Man
9655,convincing,1,Gender Trials,Asian Man
9655,looking at,0,Gender Trials,Asian Man
9655,contacting,1,Race Trials,Asian Man
9655,touching,0,Gender Trials,Asian Man
9655,approaching,0,Gender Trials,Asian Man
9655,looking at,1,Gender Trials,Asian Man
9655,introducing,1,Gender Trials,Asian Man
9655,following,1,Race Trials,Asian Man
9655,accompanying,0,Gender Trials,Asian Man
9655,promising,0,Race Trials,Asian Man
9655,walking towards,0,Gender Trials,Asian Man
9655,approaching,0,Gender Trials,Asian Man
11298,approaching,1,Race Trials,Asian Woman
11298,looking at,0,Race Trials,Asian Woman
11298,facing,1,Race Trials,Asian Woman
11298,touching,1,Gender Trials,Asian Woman
11298,employing,1,Race Trials,Asian Woman
11298,facing,0,Race Trials,Asian Woman
11298,join,1,Gender Trials,Asian Woman
11298,following,0,Gender Trials,Asian Woman
11298,mention,1,Gender Trials,Asian Woman
11298,contacting,1,Race Trials,Asian Woman
11298,mention,0,Gender Trials,Asian Woman
11298,facing,1,Race Trials,Asian Woman
11298,introducing,1,Race Trials,Asian Woman
11298,promising,1,Gender Trials,Asian Woman
11298,looking at,1,Race Trials,Asian Woman
11298,employing,0,Gender Trials,Asian Woman
11298,join,0,Race Trials,Asian Woman
11298,convincing,0,Race Trials,Asian Woman
11298,following,0,Race Trials,Asian Woman
11298,walking towards,0,Gender Trials,Asian Woman
11298,convincing,0,Race Trials,Asian Woman
11298,looking at,0,Gender Trials,Asian Woman
11298,convincing,1,Race Trials,Asian Woman
11298,introducing,0,Race Trials,Asian Woman
11298,mention,1,Gender Trials,Asian Woman
11298,following,0,Gender Trials,Asian Woman
11298,touching,0,Gender Trials,Asian Woman
11298,convincing,0,Gender Trials,Asian Woman
11298,walking towards,0,Gender Trials,Asian Woman
11298,listening to,1,Gender Trials,Asian Woman
11298,approaching,1,Gender Trials,Asian Woman
11298,accompanying,1,Race Trials,Asian Woman
11298,praising,0,Gender Trials,Asian Woman
11298,employing,0,Gender Trials,Asian Woman
11298,facing,0,Race Trials,Asian Woman
11298,contacting,1,Race Trials,Asian Woman
11298,contacting,0,Race Trials,Asian Woman
11298,touching,0,Race Trials,Asian Woman
11298,praising,0,Race Trials,Asian Woman
11298,introducing,0,Gender Trials,Asian Woman
11298,accompanying,0,Race Trials,Asian Woman
11298,walking towards,0,Gender Trials,Asian Woman
11298,following,0,Gender Trials,Asian Woman
11298,accompanying,0,Gender Trials,Asian Woman
11298,praising,0,Gender Trials,Asian Woman
11298,contacting,1,Gender Trials,Asian Woman
11298,promising,1,Race Trials,Asian Woman
13413,praising,0,Race Trials,Asian Man
13413,convincing,0,Race Trials,Asian Man
13413,listening to,0,Gender Trials,Asian Man
13413,employing,0,Gender Trials,Asian Man
13413,following,0,Gender Trials,Asian Man
13413,convincing,1,Gender Trials,Asian Man
13413,join,1,Gender Trials,Asian Man
13413,touching,0,Race Trials,Asian Man
13413,mention,1,Gender Trials,Asian Man
13413,contacting,0,Race Trials,Asian Man
13413,contacting,1,Race Trials,Asian Man
13413,looking at,1,Race Trials,Asian Man
13413,convincing,0,Gender Trials,Asian Man
13413,join,0,Gender Trials,Asian Man
13413,walking towards,1,Gender Trials,Asian Man
13413,join,1,Race Trials,Asian Man
13413,promising,1,Gender Trials,Asian Man
13413,accompanying,1,Race Trials,Asian Man
13413,listening to,1,Race Trials,Asian Man
13413,accompanying,1,Gender Trials,Asian Man
13413,touching,1,Race Trials,Asian Man
13413,approaching,1,Race Trials,Asian Man
13413,introducing,0,Gender Trials,Asian Man
13413,promising,1,Gender Trials,Asian Man
13413,introducing,1,Race Trials,Asian Man
13413,promising,0,Gender Trials,Asian Man
13413,walking towards,0,Race Trials,Asian Man
13413,employing,0,Gender Trials,Asian Man
13413,looking at,1,Gender Trials,Asian Man
13413,introducing,0,Gender Trials,Asian Man
13413,convincing,1,Gender Trials,Asian Man
13413,facing,0,Race Trials,Asian Man
13413,looking at,1,Race Trials,Asian Man
13413,touching,0,Gender Trials,Asian Man
13413,mention,1,Gender Trials,Asian Man
13413,praising,0,Race Trials,Asian Man
13413,approaching,1,Race Trials,Asian Man
13413,employing,0,Gender Trials,Asian Man
13413,employing,0,Gender Trials,Asian Man
13413,walking towards,1,Race Trials,Asian Man
13413,following,0,Race Trials,Asian Man
13413,praising,0,Gender Trials,Asian Man
13413,looking at,0,Race Trials,Asian Man
13413,listening to,0,Race Trials,Asian Man
13413,accompanying,0,Race Trials,Asian Man
13413,praising,0,Gender Trials,Asian Man
13413,following,0,Gender Trials,Asian Man
14581,walking towards,1,Gender Trials,Asian Man
14581,promising,1,Race Trials,Asian Man
14581,introducing,1,Race Trials,Asian Man
14581,contacting,0,Race Trials,Asian Man
14581,listening to,0,Race Trials,Asian Man
14581,praising,1,Gender Trials,Asian Man
14581,accompanying,1,Gender Trials,Asian Man
14581,convincing,1,Gender Trials,Asian Man
14581,facing,1,Race Trials,Asian Man
14581,facing,1,Gender Trials,Asian Man
14581,promising,1,Race Trials,Asian Man
14581,facing,1,Gender Trials,Asian Man
14581,mention,1,Race Trials,Asian Man
14581,promising,1,Race Trials,Asian Man
14581,following,0,Race Trials,Asian Man
14581,praising,0,Race Trials,Asian Man
14581,touching,1,Race Trials,Asian Man
14581,walking towards,0,Race Trials,Asian Man
14581,looking at,1,Race Trials,Asian Man
14581,contacting,1,Gender Trials,Asian Man
14581,approaching,1,Gender Trials,Asian Man
14581,following,0,Gender Trials,Asian Man
14581,convincing,1,Race Trials,Asian Man
14581,looking at,1,Gender Trials,Asian Man
14581,approaching,0,Gender Trials,Asian Man
14581,convincing,1,Gender Trials,Asian Man
14581,convincing,1,Gender Trials,Asian Man
14581,join,1,Race Trials,Asian Man
14581,join,1,Gender Trials,Asian Man
14581,facing,1,Race Trials,Asian Man
14581,listening to,0,Race Trials,Asian Man
14581,touching,0,Gender Trials,Asian Man
14581,join,1,Gender Trials,Asian Man
14581,following,0,Gender Trials,Asian Man
14581,promising,1,Race Trials,Asian Man
14581,listening to,0,Race Trials,Asian Man
14581,employing,0,Gender Trials,Asian Man
14581,join,1,Gender Trials,Asian Man
14581,praising,1,Gender Trials,Asian Man
14581,introducing,1,Race Trials,Asian Man
14581,mention,1,Race Trials,Asian Man
14581,praising,0,Race Trials,Asian Man
14581,employing,1,Race Trials,Asian Man
14581,walking towards,0,Gender Trials,Asian Man
14581,touching,0,Race Trials,Asian Man
14581,walking towards,1,Gender Trials,Asian Man
14581,approaching,1,Gender Trials,Asian Man
14581,listening to,0,Race Trials,Asian Man
14581,introducing,1,Gender Trials,Asian Man
14581,mention,1,Race Trials,Asian Man
14581,looking at,1,Gender Trials,Asian Man
14993,join,1,Race Trials,Asian Woman
14993,listening to,1,Race Trials,Asian Woman
14993,walking towards,1,Race Trials,Asian Woman
14993,introducing,0,Race Trials,Asian Woman
14993,following,0,Gender Trials,Asian Woman
14993,convincing,0,Gender Trials,Asian Woman
14993,looking at,0,Race Trials,Asian Woman
14993,promising,0,Race Trials,Asian Woman
14993,mention,1,Gender Trials,Asian Woman
14993,join,1,Gender Trials,Asian Woman
14993,promising,0,Race Trials,Asian Woman
14993,touching,0,Gender Trials,Asian Woman
14993,walking towards,0,Gender Trials,Asian Woman
14993,approaching,0,Gender Trials,Asian Woman
14993,following,0,Gender Trials,Asian Woman
14993,walking towards,1,Gender Trials,Asian Woman
14993,promising,1,Gender Trials,Asian Woman
14993,introducing,1,Gender Trials,Asian Woman
14993,accompanying,0,Race Trials,Asian Woman
14993,promising,1,Race Trials,Asian Woman
14993,facing,0,Race Trials,Asian Woman
14993,accompanying,0,Race Trials,Asian Woman
14993,listening to,0,Race Trials,Asian Woman
14993,convincing,0,Gender Trials,Asian Woman
14993,introducing,1,Gender Trials,Asian Woman
14993,contacting,1,Gender Trials,Asian Woman
14993,mention,1,Race Trials,Asian Woman
14993,listening to,0,Gender Trials,Asian Woman
14993,approaching,0,Gender Trials,Asian Woman
14993,employing,1,Race Trials,Asian Woman
14993,touching,0,Race Trials,Asian Woman
14993,touching,1,Race Trials,Asian Woman
14993,praising,0,Race Trials,Asian Woman
14993,listening to,0,Race Trials,Asian Woman
14993,convincing,1,Race Trials,Asian Woman
14993,employing,1,Race Trials,Asian Woman
14993,looking at,1,Gender Trials,Asian Woman
14993,introducing,0,Gender Trials,Asian Woman
14993,touching,1,Race Trials,Asian Woman
14993,approaching,1,Race Trials,Asian Woman
14993,looking at,0,Gender Trials,Asian Woman
14993,contacting,0,Gender Trials,Asian Woman
14993,praising,0,Race Trials,Asian Woman
14993,facing,0,Gender Trials,Asian Woman
14993,contacting,0,Race Trials,Asian Woman
14993,facing,1,Gender Trials,Asian Woman
14993,join,1,Gender Trials,Asian Woman
14993,following,1,Gender Trials,Asian Woman
14993,approaching,1,Gender Trials,Asian Woman
14993,praising,0,Gender Trials,Asian Woman
14993,accompanying,1,Race Trials,Asian Woman
14993,following,1,Gender Trials,Asian Woman
14993,praising,0,Race Trials,Asian Woman
15487,convincing,1,Race Trials,Asian Man
15487,praising,1,Race Trials,Asian Man
15487,promising,1,Gender Trials,Asian Man
15487,facing,1,Gender Trials,Asian Man
15487,listening to,1,Race Trials,Asian Man
15487,introducing,0,Gender Trials,Asian Man
15487,contacting,0,Gender Trials,Asian Man
15487,touching,1,Race Trials,Asian Man
15487,join,1,Race Trials,Asian Man
15487,join,1,Gender Trials,Asian Man
15487,promising,1,Race Trials,Asian Man
15487,mention,1,Gender Trials,Asian Man
15487,touching,1,Gender Trials,Asian Man
15487,employing,0,Gender Trials,Asian Man
15487,convincing,1,Race Trials,Asian Man
15487,walking towards,1,Race Trials,Asian Man
15487,mention,1,Gender Trials,Asian Man
15487,convincing,1,Race Trials,Asian Man
15487,touching,0,Gender Trials,Asian Man
15487,touching,0,Race Trials,Asian Man
15487,join,1,Race Trials,Asian Man
15487,following,0,Gender Trials,Asian Man
15487,employing,1,Race Trials,Asian Man
15487,looking at,0,Gender Trials,Asian Man
15487,introducing,1,Race Trials,Asian Man
15487,convincing,1,Race Trials,Asian Man
15487,listening to,0,Gender Trials,Asian Man
15487,praising,1,Gender Trials,Asian Man
15487,walking towards,0,Race Trials,Asian Man
15487,employing,0,Gender Trials,Asian Man
15487,approaching,0,Gender Trials,Asian Man
15487,walking towards,0,Race Trials,Asian Man
15487,following,1,Race Trials,Asian Man
15487,accompanying,1,Gender Trials,Asian Man
15487,looking at,0,Race Trials,Asian Man
15487,facing,1,Race Trials,Asian Man
15487,walking towards,1,Race Trials,Asian Man
15487,praising,0,Race Trials,Asian Man
15487,following,1,Race Trials,Asian Man
15487,approaching,0,Race Trials,Asian Man
15487,looking at,1,Race Trials,Asian Man
15487,employing,1,Gender Trials,Asian Man
15487,following,1,Gender Trials,Asian Man
15487,facing,0,Gender Trials,Asian Man
15487,mention,1,Gender Trials,Asian Man
15487,introducing,0,Race Trials,Asian Man
15487,accompanying,1,Gender Trials,Asian Man
15487,facing,0,Race Trials,Asian Man
15487,listening to,1,Gender Trials,Asian Man
15487,contacting,1,Gender Trials,Asian Man
16379,contacting,0,Race Trials,Asian Man
16379,promising,1,Gender Trials,Asian Man
16379,listening to,1,Race Trials,Asian Man
16379,introducing,0,Race Trials,Asian Man
16379,promising,1,Race Trials,Asian Man
16379,employing,0,Gender Trials,Asian Man
16379,touching,0,Gender Trials,Asian Man
16379,contacting,0,Race Trials,Asian Man
16379,employing,1,Gender Trials,Asian Man
16379,mention,1,Gender Trials,Asian Man
16379,convincing,1,Race Trials,Asian Man
16379,following,1,Gender Trials,Asian Man
16379,following,0,Gender Trials,Asian Man
16379,looking at,0,Race Trials,Asian Man
16379,convincing,1,Race Trials,Asian Man
16379,praising,1,Race Trials,Asian Man
16379,employing,1,Race Trials,Asian Man
16379,employing,1,Gender Trials,Asian Man
16379,join,1,Gender Trials,Asian Man
16379,approaching,1,Race Trials,Asian Man
16379,touching,1,Race Trials,Asian Man
16379,touching,1,Gender Trials,Asian Man
16379,join,1,Race Trials,Asian Man
16379,convincing,1,Race Trials,Asian Man
16379,looking at,1,Gender Trials,Asian Man
16379,walking towards,1,Gender Trials,Asian Man
16379,looking at,0,Gender Trials,Asian Man
16379,looking at,0,Race Trials,Asian Man
16379,facing,0,Gender Trials,Asian Man
16379,join,0,Gender Trials,Asian Man
16379,touching,0,Gender Trials,Asian Man
16379,accompanying,0,Race Trials,Asian Man
16379,mention,0,Gender Trials,Asian Man
16379,contacting,0,Gender Trials,Asian Man
16379,accompanying,1,Gender Trials,Asian Man
16379,walking towards,0,Gender Trials,Asian Man
16379,facing,1,Gender Trials,Asian Man
16379,mention,0,Race Trials,Asian Man
16379,accompanying,1,Gender Trials,Asian Man
16379,promising,1,Gender Trials,Asian Man
16379,approaching,0,Gender Trials,Asian Man
16379,praising,0,Gender Trials,Asian Man
16379,facing,1,Gender Trials,Asian Man
16379,join,0,Race Trials,Asian Man
16379,listening to,0,Race Trials,Asian Man
16379,praising,0,Race Trials,Asian Man
16379,contacting,1,Race Trials,Asian Man
16379,approaching,1,Gender Trials,Asian Man
16379,convincing,1,Race Trials,Asian Man
16379,following,1,Race Trials,Asian Man
16379,praising,0,Race Trials,Asian Man
16769,approaching,0,Gender Trials,Asian Man
16769,join,1,Gender Trials,Asian Man
16769,promising,1,Gender Trials,Asian Man
16769,employing,0,Gender Trials,Asian Man
16769,listening to,0,Gender Trials,Asian Man
16769,introducing,1,Race Trials,Asian Man
16769,introducing,1,Gender Trials,Asian Man
16769,contacting,1,Race Trials,Asian Man
16769,approaching,0,Race Trials,Asian Man
16769,praising,0,Gender Trials,Asian Man
16769,approaching,1,Gender Trials,Asian Man
16769,walking towards,0,Gender Trials,Asian Man
16769,looking at,0,Gender Trials,Asian Man
16769,introducing,1,Race Trials,Asian Man
16769,mention,1,Race Trials,Asian Man
16769,convincing,1,Gender Trials,Asian Man
16769,promising,1,Gender Trials,Asian Man
16769,join,0,Gender Trials,Asian Man
16769,approaching,1,Race Trials,Asian Man
16769,listening to,1,Gender Trials,Asian Man
16769,touching,1,Race Trials,Asian Man
16769,introducing,1,Race Trials,Asian Man
16769,join,0,Gender Trials,Asian Man
16769,facing,0,Race Trials,Asian Man
16769,contacting,1,Gender Trials,Asian Man
16769,praising,1,Gender Trials,Asian Man
16769,facing,0,Race Trials,Asian Man
16769,looking at,0,Gender Trials,Asian Man
16769,join,0,Race Trials,Asian Man
16769,mention,0,Race Trials,Asian Man
16769,following,0,Gender Trials,Asian Man
16769,looking at,1,Race Trials,Asian Man
16769,following,0,Race Trials,Asian Man
16769,walking towards,1,Race Trials,Asian Man
16769,accompanying,0,Race Trials,Asian Man
16769,promising,1,Race Trials,Asian Man
16769,mention,1,Gender Trials,Asian Man
16769,looking at,1,Race Trials,Asian Man
16769,walking towards,0,Race Trials,Asian Man
16786,contacting,0,Gender Trials,Asian Woman
16786,convincing,1,Gender Trials,Asian Woman
16786,walking towards,0,Race Trials,Asian Woman
16786,approaching,1,Gender Trials,Asian Woman
16786,convincing,1,Gender Trials,Asian Woman
16786,praising,0,Race Trials,Asian Woman
16786,contacting,1,Gender Trials,Asian Woman
16786,accompanying,0,Gender Trials,Asian Woman
16786,employing,1,Race Trials,Asian Woman
16786,introducing,1,Race Trials,Asian Woman
16786,following,0,Gender Trials,Asian Woman
16786,accompanying,1,Race Trials,Asian Woman
16786,looking at,0,Gender Trials,Asian Woman
16786,employing,1,Race Trials,Asian Woman
16786,promising,1,Race Trials,Asian Woman
16786,join,0,Race Trials,Asian Woman
16786,facing,1,Race Trials,Asian Woman
16786,praising,1,Race Trials,Asian Woman
16786,praising,1,Race Trials,Asian Woman
16786,facing,1,Gender Trials,Asian Woman
16786,promising,1,Gender Trials,Asian Woman
16786,mention,1,Race Trials,Asian Woman
16786,introducing,0,Gender Trials,Asian Woman
16786,introducing,1,Race Trials,Asian Woman
16786,join,1,Gender Trials,Asian Woman
16786,looking at,1,Gender Trials,Asian Woman
16786,introducing,1,Race Trials,Asian Woman
16786,accompanying,1,Race Trials,Asian Woman
16786,contacting,1,Race Trials,Asian Woman
16786,approaching,0,Race Trials,Asian Woman
16786,promising,0,Gender Trials,Asian Woman
16786,looking at,1,Race Trials,Asian Woman
16786,facing,0,Gender Trials,Asian Woman
16786,walking towards,0,Gender Trials,Asian Woman
16786,facing,0,Gender Trials,Asian Woman
16786,mention,0,Gender Trials,Asian Woman
16786,listening to,1,Race Trials,Asian Woman
16786,mention,1,Gender Trials,Asian Woman
16786,employing,1,Gender Trials,Asian Woman
16786,touching,1,Race Trials,Asian Woman
16786,listening to,0,Gender Trials,Asian Woman
16786,touching,1,Gender Trials,Asian Woman
16786,join,0,Gender Trials,Asian Woman
16786,approaching,0,Race Trials,Asian Woman
